Customer_Id,Card_Category,Annual_Fees,Activation_30_Days,Customer_Acq_Cost,Week_Start_Date,Week_Num,Qtr,current_year,Credit_Limit,Credit_Limit(INR),Total_Revolving_Bal,Total_Revolving_Bal(INR),Total_Trans_Amt,Total_Trans_Amt(INR),Total_Trans_Vol,Avg_Utilization_Ratio,Use Chip,Exp Type,Interest_Earned,Delinquent_Acc
710595783,Blue,150,1,116,12-02-2023,Week-7,Q1,2023,6644,568194.88,2082,178052.64,4659,398437.68,76,0.313,Chip ,Fuel,1351.11,0
710596983,Blue,250,0,42,12-02-2023,Week-7,Q1,2023,27318,2336235.36,2416,206616.32,7481,639775.12,96,0.088,Swipe ,Fuel,523.67,0
710598408,Blue,425,0,92,12-02-2023,Week-7,Q1,2023,2695,230476.4,0,0,4557,389714.64,94,0,Chip ,Grocery,1275.96,0
710599683,Blue,125,1,134,12-02-2023,Week-7,Q1,2023,11751,1004945.52,0,0,1539,131615.28,17,0,Swipe ,Bills,246.24,0
710603958,Blue,470,0,107,12-02-2023,Week-7,Q1,2023,3090,264256.8,0,0,14198,1214212.96,101,0,Swipe ,Fuel,2555.64,0
710605458,Blue,150,0,100,12-02-2023,Week-7,Q1,2023,7223,617710.96,1963,167875.76,4127,352941.04,70,0.272,Swipe ,Entertainment,907.94,0
710607408,Blue,360,1,131,12-02-2023,Week-7,Q1,2023,18570,1588106.4,1524,130332.48,3999,341994.48,96,0.082,Swipe ,Bills,839.79,0
710611683,Blue,250,0,92,12-02-2023,Week-7,Q1,2023,2837,242620.24,1807,154534.64,4279,365940.08,83,0.637,Chip ,Grocery,299.53,0
710612583,Blue,175,1,92,12-02-2023,Week-7,Q1,2023,2597,222095.44,1740,148804.8,5037,430764.24,80,0.67,Swipe ,Food,957.03,0
710616183,Blue,320,1,119,12-02-2023,Week-7,Q1,2023,19995,1709972.4,0,0,1879,160692.08,34,0,Swipe ,Entertainment,300.64,0
710620383,Blue,355,1,111,12-02-2023,Week-7,Q1,2023,24396,2086345.92,1171,100143.92,965,82526.8,17,0.048,Swipe ,Bills,164.05,0
710621283,Blue,175,1,87,12-02-2023,Week-7,Q1,2023,10733,917886.16,783,66962.16,3910,334383.2,66,0.073,Chip ,Travel,469.2,0
710622333,Blue,175,1,110,12-02-2023,Week-7,Q1,2023,2751,235265.52,2258,193104.16,4386,375090.72,67,0.821,Chip ,Bills,614.04,0
710624658,Blue,405,1,113,12-02-2023,Week-7,Q1,2023,4066,347724.32,1639,140167.28,3040,259980.8,56,0.403,Swipe ,Entertainment,699.2,0
710626758,Blue,335,0,114,12-02-2023,Week-7,Q1,2023,2761,236120.72,0,0,3706,316937.12,65,0,Chip ,Bills,926.5,0
710628783,Silver,175,1,106,12-02-2023,Week-7,Q1,2023,34516,2951808.32,1140,97492.8,1445,123576.4,45,0.033,Swipe ,Entertainment,86.7,0
710630583,Blue,345,0,118,12-02-2023,Week-7,Q1,2023,2843,243133.36,1752,149831.04,3738,319673.76,77,0.616,Swipe ,Food,1046.64,0
710632683,Blue,175,1,68,12-02-2023,Week-7,Q1,2023,1438.3,123003.416,0,0,2308,197380.16,49,0,Swipe ,Travel,161.56,0
710633808,Blue,285,0,47,12-02-2023,Week-7,Q1,2023,7102,607363.04,0,0,2411,206188.72,41,0,Swipe ,Bills,337.54,0
710635083,Blue,125,1,93,12-02-2023,Week-7,Q1,2023,28327,2422525.04,582,49772.64,3475,297182,52,0.021,Chip ,Fuel,243.25,0
710636208,Blue,480,0,90,12-02-2023,Week-7,Q1,2023,34516,2951808.32,0,0,3847,328995.44,74,0,Online ,Fuel,884.81,0
710637183,Blue,435,1,86,12-02-2023,Week-7,Q1,2023,2300,196696,1906,163001.12,4538,388089.76,71,0.829,Swipe ,Fuel,1179.88,0
710638233,Blue,150,1,68,12-02-2023,Week-7,Q1,2023,4277,365769.04,2186,186946.72,8764,749497.28,69,0.511,Chip ,Travel,2366.28,0
710639658,Blue,480,0,112,12-02-2023,Week-7,Q1,2023,17744,1517466.88,829,70896.08,9658,825952.16,78,0.047,Chip ,Travel,676.06,0
710641008,Blue,410,1,48,12-02-2023,Week-7,Q1,2023,8685,742741.2,0,0,2473,211490.96,56,0,Chip ,Entertainment,420.41,0
710643183,Blue,125,1,99,12-02-2023,Week-7,Q1,2023,3172,271269.44,1160,99203.2,4163,356019.76,83,0.366,Swipe ,Grocery,957.49,0
710644158,Blue,425,0,113,12-02-2023,Week-7,Q1,2023,31743,2714661.36,1332,113912.64,4293,367137.36,73,0.042,Chip ,Entertainment,1073.25,0
710645583,Blue,195,0,68,12-02-2023,Week-7,Q1,2023,7627,652261.04,1742,148975.84,4349,371926.48,75,0.228,Chip ,Bills,1000.27,0
710650608,Blue,270,1,127,12-02-2023,Week-7,Q1,2023,19262,1647286.24,1480,126569.6,4812,411522.24,85,0.077,Chip ,Entertainment,962.4,0
710653158,Blue,175,0,83,12-02-2023,Week-7,Q1,2023,5024,429652.48,1613,137943.76,1925,164626,40,0.321,Swipe ,Entertainment,519.75,0
710654808,Blue,95,1,105,12-02-2023,Week-7,Q1,2023,1818,155475.36,0,0,2308,197380.16,44,0,Swipe ,Grocery,323.12,0
710656683,Blue,365,0,76,12-02-2023,Week-7,Q1,2023,1986,169842.72,1614,138029.28,4442,379879.84,64,0.813,Chip ,Bills,1243.76,0
710657508,Blue,480,1,81,12-02-2023,Week-7,Q1,2023,3788,323949.76,1325,113314,3975,339942,65,0.35,Online ,Fuel,1033.5,0
710658483,Blue,250,0,88,12-02-2023,Week-7,Q1,2023,9080,776521.6,2174,185920.48,2098,179420.96,46,0.239,Swipe ,Grocery,230.78,0
710661333,Blue,370,1,119,12-02-2023,Week-7,Q1,2023,10241,875810.32,1545,132128.4,2513,214911.76,47,0.151,Chip ,Fuel,477.47,0
710662158,Blue,140,1,103,12-02-2023,Week-7,Q1,2023,34516,2951808.32,2517,215253.84,2051,175401.52,41,0.073,Swipe ,Food,143.57,0
710663508,Blue,285,0,109,12-02-2023,Week-7,Q1,2023,3108,265796.16,2280,194985.6,14763,1262531.76,99,0.734,Swipe ,Food,2509.71,0
710664558,Blue,300,1,118,12-02-2023,Week-7,Q1,2023,4736,405022.72,945,80816.4,3927,335837.04,73,0.2,Swipe ,Fuel,549.78,0
710665533,Blue,300,1,87,12-02-2023,Week-7,Q1,2023,24602,2103963.04,1660,141963.2,1337,114340.24,44,0.067,Swipe ,Bills,200.55,0
710666583,Blue,495,1,111,12-02-2023,Week-7,Q1,2023,2516,215168.32,2312,197722.24,2321,198491.92,36,0.919,Chip ,Grocery,626.67,0
710667708,Platinum,420,0,110,12-02-2023,Week-7,Q1,2023,12510,1069855.2,1871,160007.92,14018,1198819.36,128,0.15,Chip ,Entertainment,1541.98,0
710668458,Blue,420,1,84,12-02-2023,Week-7,Q1,2023,3696,316081.92,0,0,3405,291195.6,76,0,Online ,Fuel,817.2,0
710669733,Blue,425,0,105,12-02-2023,Week-7,Q1,2023,2358,201656.16,1965,168046.8,4922,420929.44,80,0.833,Swipe ,Fuel,393.76,0
710670633,Blue,375,1,98,12-02-2023,Week-7,Q1,2023,5797,495759.44,1779,152140.08,2131,182243.12,33,0.307,Swipe ,Fuel,596.68,0
710671608,Blue,360,1,51,12-02-2023,Week-7,Q1,2023,6798,581364.96,918,78507.36,3961,338744.72,69,0.135,Chip ,Entertainment,435.71,0
710673558,Blue,95,1,109,12-02-2023,Week-7,Q1,2023,21952,1877335.04,1600,136832,4087,349520.24,70,0.073,Swipe ,Grocery,694.79,0
710674533,Blue,245,0,90,12-02-2023,Week-7,Q1,2023,15060,1287931.2,0,0,1611,137772.72,42,0,Chip ,Grocery,161.1,0
710675508,Blue,300,0,112,12-02-2023,Week-7,Q1,2023,2321,198491.92,1190,101768.8,5149,440342.48,98,0.513,Swipe ,Fuel,566.39,0
710676483,Blue,245,1,95,12-02-2023,Week-7,Q1,2023,5589,477971.28,0,0,4064,347553.28,77,0,Swipe ,Food,975.36,0
710677608,Blue,220,1,74,12-02-2023,Week-7,Q1,2023,29205,2497611.6,1208,103308.16,1556,133069.12,43,0.041,Swipe ,Bills,202.28,0
710678658,Blue,410,1,155,12-02-2023,Week-7,Q1,2023,4944,422810.88,1151,98433.52,3684,315055.68,64,0.233,Swipe ,Entertainment,442.08,0
710679933,Blue,440,1,125,12-02-2023,Week-7,Q1,2023,15633,1336934.16,0,0,8660,740603.2,58,0,Chip ,Travel,1472.2,0
710681808,Blue,125,1,109,12-02-2023,Week-7,Q1,2023,18531,1584771.12,1548,132384.96,2484,212431.68,52,0.084,Swipe ,Fuel,645.84,0
710687508,Blue,150,0,74,12-02-2023,Week-7,Q1,2023,2621,224147.92,1858,158896.16,2148,183696.96,47,0.709,Online ,Fuel,558.48,0
710690733,Blue,175,0,82,12-02-2023,Week-7,Q1,2023,1666,142476.32,0,0,2816,240824.32,38,0,Swipe ,Bills,422.4,0
710691633,Blue,300,1,71,12-02-2023,Week-7,Q1,2023,1957,167362.64,1152,98519.04,4546,388773.92,78,0.589,Swipe ,Grocery,863.74,0
710694033,Blue,175,0,131,12-02-2023,Week-7,Q1,2023,7473,639090.96,1253,107156.56,13400,1145968,104,0.168,Swipe ,Fuel,1742,0
710695083,Silver,140,1,159,12-02-2023,Week-7,Q1,2023,28397,2428511.44,1421,121523.92,1635,139825.2,31,0.05,Swipe ,Grocery,196.2,0
710697408,Blue,280,0,93,12-02-2023,Week-7,Q1,2023,6739,576319.28,896,76625.92,15471,1323079.92,115,0.133,Online ,Travel,1547.1,0
710698233,Blue,380,1,87,12-02-2023,Week-7,Q1,2023,10021,856995.92,1203,102880.56,1463,125115.76,40,0.12,Swipe ,Bills,117.04,0
710699283,Platinum,375,1,90,12-02-2023,Week-7,Q1,2023,7790,666200.8,1921,164283.92,14567,1245769.84,131,0.247,Chip ,Travel,2767.73,0
710701233,Blue,350,1,87,12-02-2023,Week-7,Q1,2023,17785,1520973.2,1259,107669.68,3890,332672.8,72,0.071,Chip ,Fuel,233.4,0
710702733,Blue,190,1,88,12-02-2023,Week-7,Q1,2023,11096,948929.92,0,0,3949,337718.48,69,0,Chip ,Fuel,671.33,0
710703708,Silver,175,0,113,12-02-2023,Week-7,Q1,2023,16985,1452557.2,968,82783.36,2961,253224.72,56,0.057,Swipe ,Fuel,236.88,0
710706558,Blue,495,1,138,12-02-2023,Week-7,Q1,2023,2680,229193.6,1753,149916.56,1154,98690.08,33,0.654,Swipe ,Entertainment,219.26,0
710710233,Silver,300,0,107,12-02-2023,Week-7,Q1,2023,34516,2951808.32,0,0,15560,1330691.2,100,0,Chip ,Travel,1867.2,0
710712783,Blue,270,1,112,12-02-2023,Week-7,Q1,2023,2294,196182.88,1787,152824.24,3904,333870.08,76,0.779,Chip ,Grocery,312.32,0
710713608,Blue,250,1,94,12-02-2023,Week-7,Q1,2023,24528,2097634.56,2396,204905.92,4070,348066.4,67,0.098,Swipe ,Entertainment,895.4,0
710715783,Blue,245,1,90,12-02-2023,Week-7,Q1,2023,1633,139654.16,0,0,4436,379366.72,75,0,Swipe ,Travel,975.92,0
710719683,Blue,430,0,104,12-02-2023,Week-7,Q1,2023,3054,261178.08,845,72264.4,4460,381419.2,88,0.277,Chip ,Food,1248.8,0
710721858,Blue,250,0,93,12-02-2023,Week-7,Q1,2023,5542,473951.84,0,0,8246,705197.92,59,0,Chip ,Travel,494.76,0
710722908,Blue,455,1,106,12-02-2023,Week-7,Q1,2023,30883,2641114.16,1694,144870.88,1267,108353.84,23,0.055,Swipe ,Bills,304.08,0
710723958,Blue,440,0,94,12-02-2023,Week-7,Q1,2023,1438.3,123003.416,491,41990.32,5016,428968.32,86,0.341,Swipe ,Bills,1153.68,0
710725383,Blue,250,1,88,12-02-2023,Week-7,Q1,2023,2012,172066.24,0,0,3282,280676.64,66,0,Swipe ,Entertainment,689.22,0
710727333,Blue,95,0,95,12-02-2023,Week-7,Q1,2023,1763,150771.76,0,0,2813,240567.76,43,0,Swipe ,Fuel,337.56,0
710728458,Blue,425,0,114,12-02-2023,Week-7,Q1,2023,7075,605054,1396,119385.92,4409,377057.68,75,0.197,Swipe ,Entertainment,925.89,0
710729358,Blue,375,0,87,12-02-2023,Week-7,Q1,2023,6479,554084.08,0,0,2539,217135.28,42,0,Chip ,Fuel,406.24,0
710733183,Blue,295,0,105,12-02-2023,Week-7,Q1,2023,1438.3,123003.416,845,72264.4,3631,310523.12,67,0.587,Chip ,Entertainment,944.06,0
710734308,Blue,270,1,80,12-02-2023,Week-7,Q1,2023,6481,554255.12,1569,134180.88,15937,1362932.24,119,0.242,Chip ,Travel,2549.92,0
710736558,Blue,470,1,77,12-02-2023,Week-7,Q1,2023,8096,692369.92,1474,126056.48,1794,153422.88,41,0.182,Swipe ,Bills,358.8,0
710738883,Blue,405,1,84,12-02-2023,Week-7,Q1,2023,2187,187032.24,1094,93558.88,4222,361065.44,61,0.5,Swipe ,Grocery,1013.28,0
710740008,Blue,360,0,160,12-02-2023,Week-7,Q1,2023,1438.3,123003.416,641,54818.32,5140,439572.8,82,0.446,Swipe ,Food,1387.8,0
710741208,Blue,245,1,78,12-02-2023,Week-7,Q1,2023,5269,450604.88,1475,126142,2094,179078.88,25,0.28,Swipe ,Travel,209.4,0
710742408,Blue,110,0,77,12-02-2023,Week-7,Q1,2023,2160,184723.2,2057,175914.64,4518,386379.36,93,0.952,Swipe ,Bills,1039.14,0
710744433,Blue,200,0,89,12-02-2023,Week-7,Q1,2023,2578,220470.56,2424,207300.48,4077,348665.04,78,0.94,Swipe ,Bills,407.7,0
710745633,Blue,245,0,83,12-02-2023,Week-7,Q1,2023,19252,1646431.04,751,64225.52,14074,1203608.48,112,0.039,Swipe ,Fuel,2955.54,0
710748483,Blue,465,1,102,12-02-2023,Week-7,Q1,2023,2923,249974.96,1934,165395.68,3861,330192.72,68,0.662,Swipe ,Entertainment,926.64,0
710749458,Blue,300,0,93,12-02-2023,Week-7,Q1,2023,5462,467110.24,1864,159409.28,1523,130246.96,35,0.341,Swipe ,Entertainment,152.3,0
710751033,Blue,280,0,113,12-02-2023,Week-7,Q1,2023,4829,412976.08,0,0,8286,708618.72,65,0,Chip ,Travel,2320.08,0
710752233,Blue,450,1,80,12-02-2023,Week-7,Q1,2023,4430,378853.6,2203,188400.56,2742,234495.84,49,0.497,Swipe ,Fuel,356.46,0
710754933,Blue,250,1,64,12-02-2023,Week-7,Q1,2023,1438.3,123003.416,0,0,840,71836.8,20,0,Swipe ,Entertainment,218.4,0
710756133,Blue,430,1,94,12-02-2023,Week-7,Q1,2023,1811,154876.72,821,70211.92,4290,366880.8,73,0.453,Swipe ,Fuel,471.9,0
710758683,Silver,300,1,88,12-02-2023,Week-7,Q1,2023,15698,1342492.96,2000,171040,12980,1110049.6,82,0.127,Swipe ,Entertainment,1817.2,0
710760258,Blue,435,0,80,12-02-2023,Week-7,Q1,2023,1438.3,123003.416,0,0,4740,405364.8,81,0,Swipe ,Entertainment,1090.2,0
710761533,Blue,300,0,72,12-02-2023,Week-7,Q1,2023,23665,2023830.8,1624,138884.48,4190,358328.8,87,0.069,Chip ,Bills,544.7,0
710763783,Blue,320,1,66,12-02-2023,Week-7,Q1,2023,28142,2406703.84,762,65166.24,3676,314371.52,47,0.027,Swipe ,Bills,551.4,0
710769258,Blue,395,1,92,12-02-2023,Week-7,Q1,2023,4438,379537.76,1513,129391.76,3895,333100.4,75,0.341,Chip ,Food,506.35,0
710770383,Blue,190,0,72,12-02-2023,Week-7,Q1,2023,1438.3,123003.416,582,49772.64,4915,420330.8,92,0.405,Chip ,Entertainment,1228.75,0
710771433,Gold,290,1,75,12-02-2023,Week-7,Q1,2023,2754,235522.08,2152,184039.04,13991,1196510.32,125,0.781,Swipe ,Bills,3637.66,0
710773533,Blue,150,1,104,12-02-2023,Week-7,Q1,2023,2435,208241.2,1595,136404.4,5268,450519.36,88,0.655,Swipe ,Bills,684.84,0
710775483,Blue,415,1,120,12-02-2023,Week-7,Q1,2023,9060,774811.2,0,0,14305,1223363.6,102,0,Swipe ,Grocery,2145.75,0
710779083,Blue,175,0,74,12-02-2023,Week-7,Q1,2023,1661,142048.72,0,0,4338,370985.76,77,0,Chip ,Bills,780.84,0
710780883,Blue,455,1,129,12-02-2023,Week-7,Q1,2023,2446,209181.92,1461,124944.72,4610,394247.2,78,0.597,Swipe ,Food,645.4,0
710782458,Blue,460,1,82,12-02-2023,Week-7,Q1,2023,2469,211148.88,1695,144956.4,1615,138114.8,36,0.687,Swipe ,Fuel,306.85,0
710783358,Blue,435,1,157,12-02-2023,Week-7,Q1,2023,2570,219786.4,1764,150857.28,4442,379879.84,85,0.686,Swipe ,Bills,488.62,0
710784333,Blue,140,1,112,12-02-2023,Week-7,Q1,2023,23700,2026824,1314,112373.28,1644,140594.88,28,0.055,Swipe ,Bills,460.32,0
710785383,Blue,250,0,107,12-02-2023,Week-7,Q1,2023,2212,189170.24,0,0,2394,204734.88,55,0,Swipe ,Food,406.98,0
710787708,Blue,150,1,114,12-02-2023,Week-7,Q1,2023,5366,458900.32,1271,108695.92,1748,149488.96,38,0.237,Swipe ,Entertainment,367.08,0
710789058,Blue,150,1,42,12-02-2023,Week-7,Q1,2023,34516,2951808.32,1478,126398.56,1308,111860.16,41,0.043,Swipe ,Entertainment,143.88,0
710790258,Blue,200,0,108,12-02-2023,Week-7,Q1,2023,28904,2471870.08,1899,162402.48,1334,114083.68,35,0.066,Swipe ,Travel,293.48,0
710792733,Blue,420,0,158,12-02-2023,Week-7,Q1,2023,2897,247751.44,638,54561.76,4491,384070.32,75,0.22,Swipe ,Food,1302.39,0
710793783,Blue,370,0,101,12-02-2023,Week-7,Q1,2023,12059,1031285.68,1978,169158.56,1836,157014.72,36,0.164,Swipe ,Bills,238.68,0
710794983,Blue,320,1,69,12-02-2023,Week-7,Q1,2023,4745,405792.4,1157,98946.64,4705,402371.6,78,0.244,Swipe ,Grocery,1223.3,0
710795883,Blue,150,0,98,12-02-2023,Week-7,Q1,2023,2042,174631.84,1864,159409.28,2758,235864.16,50,0.913,Swipe ,Entertainment,220.64,0
710797833,Blue,390,1,75,12-02-2023,Week-7,Q1,2023,2033,173862.16,841,71922.32,4360,372867.2,95,0.414,Swipe ,Fuel,1046.4,0
710798883,Blue,125,0,112,12-02-2023,Week-7,Q1,2023,3323,284182.96,2310,197551.2,1599,136746.48,47,0.695,Swipe ,Entertainment,239.85,0
710799783,Blue,110,0,92,12-02-2023,Week-7,Q1,2023,15202,1300075.04,1779,152140.08,3143,268789.36,60,0.117,Swipe ,Grocery,408.59,0
710801133,Blue,395,0,88,12-02-2023,Week-7,Q1,2023,8581,733847.12,2326,198919.52,2513,214911.76,63,0.271,Swipe ,Bills,301.56,0
710802258,Blue,125,0,98,12-02-2023,Week-7,Q1,2023,2888,246981.76,2245,191992.4,1111,95012.72,26,0.777,Swipe ,Bills,99.99,0
710803008,Blue,220,1,113,12-02-2023,Week-7,Q1,2023,3125,267250,2041,174546.32,4372,373893.44,68,0.653,Chip ,Grocery,699.52,0
710803983,Blue,345,1,96,12-02-2023,Week-7,Q1,2023,32222,2755625.44,0,0,14220,1216094.4,95,0,Chip ,Bills,2986.2,0
710806083,Silver,125,0,88,12-02-2023,Week-7,Q1,2023,11888,1016661.76,2090,178736.8,1137,97236.24,30,0.176,Swipe ,Bills,181.92,0
710808108,Blue,125,1,88,12-02-2023,Week-7,Q1,2023,4274,365512.48,2517,215253.84,2257,193018.64,54,0.589,Online ,Travel,406.26,0
710809083,Blue,345,1,82,12-02-2023,Week-7,Q1,2023,1438.3,123003.416,787,67304.24,4587,392280.24,58,0.547,Swipe ,Grocery,275.22,0
710809833,Silver,450,1,56,12-02-2023,Week-7,Q1,2023,34516,2951808.32,0,0,3193,273065.36,53,0,Swipe ,Bills,638.6,0
710810883,Blue,300,1,159,12-02-2023,Week-7,Q1,2023,34516,2951808.32,1260,107755.2,14576,1246539.52,95,0.037,Chip ,Food,3935.52,0
710812533,Silver,280,1,103,12-02-2023,Week-7,Q1,2023,34516,2951808.32,154,13170.08,1987,169928.24,46,0.004,Chip ,Travel,139.09,0
710813733,Gold,340,0,77,12-02-2023,Week-7,Q1,2023,33791,2889806.32,0,0,1546,132213.92,41,0,Swipe ,Bills,293.74,0
710814633,Blue,380,0,112,12-02-2023,Week-7,Q1,2023,20734,1773171.68,2517,215253.84,8888,760101.76,103,0.121,Swipe ,Grocery,799.92,0
710815608,Blue,455,1,119,12-02-2023,Week-7,Q1,2023,2049,175230.48,1530,130845.6,4521,386635.92,70,0.747,Swipe ,Bills,497.31,0
710816358,Blue,450,1,90,12-02-2023,Week-7,Q1,2023,2963,253395.76,1466,125372.32,2523,215766.96,48,0.495,Swipe ,Entertainment,605.52,0
710819733,Blue,125,1,99,12-02-2023,Week-7,Q1,2023,12211,1044284.72,0,0,903,77224.56,29,0,Swipe ,Entertainment,108.36,0
710820783,Blue,245,1,75,12-02-2023,Week-7,Q1,2023,5989,512179.28,0,0,4246,363117.92,78,0,Chip ,Bills,509.52,0
710821833,Blue,335,1,82,12-02-2023,Week-7,Q1,2023,9095,777804.4,1587,135720.24,1314,112373.28,26,0.174,Online ,Bills,249.66,0
710822808,Blue,275,1,96,12-02-2023,Week-7,Q1,2023,34516,2951808.32,1228,105018.56,7854,671674.08,89,0.036,Swipe ,Entertainment,1021.02,0
710825658,Blue,390,0,94,12-02-2023,Week-7,Q1,2023,2584,220983.68,1614,138029.28,4045,345928.4,78,0.625,Online ,Fuel,930.35,0
710829108,Blue,480,1,91,12-02-2023,Week-7,Q1,2023,3356,287005.12,985,84237.2,999,85434.48,28,0.294,Swipe ,Travel,69.93,0
710831133,Blue,250,1,115,12-02-2023,Week-7,Q1,2023,18085,1546629.2,1487,127168.24,1582,135292.64,47,0.082,Swipe ,Entertainment,126.56,0
710832108,Blue,225,1,89,12-02-2023,Week-7,Q1,2023,9017,771133.84,2359,201741.68,4552,389287.04,81,0.262,Swipe ,Food,1092.48,0
710833908,Blue,100,0,81,12-02-2023,Week-7,Q1,2023,25601,2189397.52,1384,118359.68,12896,1102865.92,100,0.054,Swipe ,Fuel,2966.08,0
710838108,Blue,200,0,113,12-02-2023,Week-7,Q1,2023,3081,263487.12,2517,215253.84,4317,369189.84,72,0.817,Swipe ,Bills,1208.76,0
710839308,Blue,220,0,118,12-02-2023,Week-7,Q1,2023,5015,428882.8,1671,142903.92,3161,270328.72,77,0.333,Swipe ,Entertainment,568.98,0
710840433,Blue,110,0,67,12-02-2023,Week-7,Q1,2023,7452,637295.04,1656,141621.12,3339,285551.28,51,0.222,Swipe ,Bills,300.51,0
710841183,Gold,455,1,74,12-02-2023,Week-7,Q1,2023,13940,1192148.8,2109,180361.68,15577,1332145.04,114,0.151,Chip ,Travel,3738.48,0
710842308,Blue,440,1,115,12-02-2023,Week-7,Q1,2023,2264,193617.28,928,79362.56,4150,354908,83,0.41,Chip ,Fuel,249,0
710844408,Blue,100,0,85,12-02-2023,Week-7,Q1,2023,2584,220983.68,0,0,1843,157613.36,28,0,Swipe ,Fuel,460.75,0
710845308,Blue,225,1,87,12-02-2023,Week-7,Q1,2023,32949,2817798.48,1190,101768.8,14892,1273563.84,113,0.036,Chip ,Fuel,3425.16,0
710849208,Silver,495,1,66,12-02-2023,Week-7,Q1,2023,34516,2951808.32,1652,141279.04,14738,1260393.76,113,0.048,Chip ,Travel,1473.8,0
710850633,Blue,345,0,86,12-02-2023,Week-7,Q1,2023,2507,214398.64,1613,137943.76,3325,284354,67,0.643,Swipe ,Bills,631.75,0
710853033,Blue,395,0,89,12-02-2023,Week-7,Q1,2023,4943,422725.36,1204,102966.08,4024,344132.48,82,0.244,Swipe ,Bills,965.76,0
710854008,Blue,270,1,112,12-02-2023,Week-7,Q1,2023,6541,559386.32,1119,95696.88,3902,333699.04,63,0.171,Swipe ,Fuel,273.14,0
710855508,Blue,290,1,84,19-02-2023,Week-8,Q1,2023,2740,234324.8,1786,152738.72,4327,370045.04,70,0.652,Swipe ,Fuel,865.4,0
710856558,Blue,490,0,105,19-02-2023,Week-8,Q1,2023,3336,285294.72,1889,161547.28,13989,1196339.28,105,0.566,Chip ,Food,1259.01,0
710858658,Silver,250,1,88,19-02-2023,Week-8,Q1,2023,10610,907367.2,0,0,15050,1287076,108,0,Chip ,Travel,3913,0
710862258,Blue,385,0,107,19-02-2023,Week-8,Q1,2023,1755,150087.6,0,0,4786,409298.72,73,0,Swipe ,Entertainment,287.16,0
710863308,Blue,340,1,71,19-02-2023,Week-8,Q1,2023,2916,249376.32,1074,91848.48,4020,343790.4,84,0.368,Swipe ,Grocery,763.8,0
710864358,Blue,125,1,91,19-02-2023,Week-8,Q1,2023,6501,555965.52,0,0,5074,433928.48,81,0,Chip ,Entertainment,1420.72,0
710865633,Silver,200,0,68,19-02-2023,Week-8,Q1,2023,12301,1051981.52,2250,192420,1307,111774.64,29,0.183,Swipe ,Travel,261.4,0
710866758,Blue,370,0,75,19-02-2023,Week-8,Q1,2023,1640,140252.8,888,75941.76,4074,348408.48,73,0.541,Swipe ,Travel,855.54,0
710869008,Blue,125,0,76,19-02-2023,Week-8,Q1,2023,8332,712552.64,0,0,5108,436836.16,78,0,Chip ,Fuel,561.88,0
710871108,Silver,330,0,107,19-02-2023,Week-8,Q1,2023,31756,2715773.12,1459,124773.68,4759,406989.68,70,0.046,Swipe ,Entertainment,1142.16,0
710872233,Blue,470,1,81,19-02-2023,Week-8,Q1,2023,4610,394247.2,0,0,2280,194985.6,49,0,Swipe ,Bills,547.2,0
710873583,Blue,360,1,80,19-02-2023,Week-8,Q1,2023,20724,1772316.48,2221,189939.92,14215,1215666.8,109,0.107,Chip ,Grocery,3980.2,0
710874933,Blue,110,1,85,19-02-2023,Week-8,Q1,2023,10239,875639.28,2224,190196.48,2149,183782.48,40,0.217,Swipe ,Entertainment,623.21,0
710877108,Blue,125,0,69,19-02-2023,Week-8,Q1,2023,2724,232956.48,1288,110149.76,4171,356703.92,75,0.473,Swipe ,Entertainment,1167.88,0
710878308,Blue,350,1,103,19-02-2023,Week-8,Q1,2023,3699,316338.48,913,78079.76,7297,624039.44,71,0.247,Swipe ,Entertainment,1532.37,0
710879283,Blue,125,1,157,19-02-2023,Week-8,Q1,2023,1438.3,123003.416,0,0,4312,368762.24,81,0,Swipe ,Grocery,733.04,0
710881008,Blue,175,0,87,19-02-2023,Week-8,Q1,2023,6380,545617.6,1238,105873.76,4119,352256.88,66,0.194,Swipe ,Grocery,906.18,0
710883483,Blue,325,0,80,19-02-2023,Week-8,Q1,2023,4189,358243.28,2066,176684.32,4661,398608.72,85,0.493,Swipe ,Entertainment,512.71,0
710884683,Silver,325,1,152,19-02-2023,Week-8,Q1,2023,34516,2951808.32,807,69014.64,3937,336692.24,80,0.023,Swipe ,Fuel,708.66,0
710888883,Blue,280,0,98,19-02-2023,Week-8,Q1,2023,1438.3,123003.416,636,54390.72,4824,412548.48,83,0.442,Online ,Food,916.56,0
710892408,Blue,280,0,90,19-02-2023,Week-8,Q1,2023,3101,265197.52,1257,107498.64,1681,143759.12,32,0.405,Swipe ,Bills,100.86,0
710893533,Blue,350,1,77,19-02-2023,Week-8,Q1,2023,8329,712296.08,877,75001.04,1570,134266.4,56,0.105,Swipe ,Bills,408.2,0
710895708,Blue,375,1,80,19-02-2023,Week-8,Q1,2023,3876,331475.52,0,0,7712,659530.24,73,0,Chip ,Entertainment,462.72,0
710897133,Blue,100,1,105,19-02-2023,Week-8,Q1,2023,2267,193873.84,1357,116050.64,4464,381761.28,85,0.599,Swipe ,Bills,1071.36,0
710899833,Blue,300,0,46,19-02-2023,Week-8,Q1,2023,7758,663464.16,1408,120412.16,569,48660.88,23,0.181,Swipe ,Entertainment,91.04,0
