Customer Id,Customer_Age,Gender,Dependent_Count,Education_Level,Marital_Status,state_cd,Zipcode,Car_Owner,House_Owner,Personal_loan,contact,Customer_Job,Income,Income(INR),Cust_Satisfaction_Score
711977508,56,F,3,Post-Graduate,Single,CA,91750,yes,no,no,cellular,White-collar,22351,1911457.52,2
711978858,41,M,5,Graduate,Married,TX,91750,no,no,no,cellular,Govt,61657,5272906.64,2
711982383,55,M,2,Uneducated,Single,TX,91750,yes,yes,no,telephone,Businessman,74464,6368161.28,3
711984633,36,M,2,High School,Single,NY,91750,yes,no,no,cellular,Retirees,59362,5076638.24,2
711985833,44,F,2,Uneducated,Single,TX,91750,no,yes,no,cellular,Selfemployeed,8250,705540,3
711989358,48,M,3,Graduate,Married,FL,91750,no,yes,yes,cellular,Blue-collar,42559,3639645.68,3
711990933,36,F,2,Post-Graduate,Married,NY,91750,no,yes,yes,cellular,Retirees,36086,3086074.72,2
711992133,58,M,2,High School,Single,TX,91750,no,yes,yes,cellular,Blue-collar,78857,6743850.64,2
711993258,41,M,3,Graduate,Single,CA,91750,no,no,no,cellular,Selfemployeed,54885,4693765.2,2
711994458,42,F,4,Graduate,Single,CA,91750,yes,yes,no,cellular,Retirees,54620,4671102.4,2
711999783,52,F,2,Graduate,Unknown,FL,91750,yes,yes,no,unknown,Blue-collar,13330,1139981.6,2
712000758,48,F,3,Graduate,Married,TX,91750,yes,no,no,cellular,Blue-collar,47176,4034491.52,2
712003083,49,F,4,Graduate,Married,TX,91750,no,no,no,cellular,Selfemployeed,14975,1280662,3
712004208,40,F,2,Graduate,Single,FL,91750,no,no,no,unknown,Retirees,19505,1668067.6,3
712005108,49,F,2,Post-Graduate,Married,TX,91750,yes,no,no,unknown,Selfemployeed,12773,1092346.96,2
712006308,53,F,2,Uneducated,Married,NY,91750,yes,no,no,cellular,Blue-collar,10517,899413.84,2
712009083,53,M,1,Graduate,Married,CA,91750,no,yes,yes,cellular,Govt,117599,10057066.48,2
712010358,50,M,3,Post-Graduate,Single,NJ,91750,no,no,no,cellular,White-collar,105018,8981139.36,3
712011633,40,F,3,High School,Single,TX,91750,yes,no,no,cellular,White-collar,39913,3413359.76,2
712012758,45,F,4,Unknown,Single,CA,91750,no,yes,no,telephone,Selfemployeed,53293,4557617.36,2
712013808,48,F,3,Graduate,Married,CA,91750,no,no,no,cellular,Businessman,53332,4560952.64,2
712014708,45,M,4,Graduate,Married,CA,91750,no,no,no,cellular,Selfemployeed,66582,5694092.64,2
712018233,51,M,2,High School,Married,FL,91750,no,yes,no,cellular,Blue-collar,74592,6379107.84,2
712019883,62,F,0,High School,Unknown,TX,91750,no,no,no,unknown,Retirees,36473,3119170.96,3
712021233,47,M,3,Uneducated,Single,TX,91750,no,yes,no,cellular,White-collar,118797,10159519.44,2
712022883,47,M,2,Post-Graduate,Single,TX,91750,yes,no,no,cellular,Retirees,68534,5861027.68,2
712024908,51,F,1,High School,Married,NJ,91750,no,no,no,cellular,Selfemployeed,14085,1204549.2,2
712025958,53,M,3,Graduate,Married,NJ,91750,no,no,no,telephone,Businessman,180122,15404033.44,3
712027683,54,F,4,Graduate,Single,NY,91750,yes,yes,no,cellular,Blue-collar,12104,1035134.08,2
712029783,56,M,1,Uneducated,Married,NJ,91750,yes,no,no,cellular,Businessman,108202,9253435.04,2
712030833,59,F,0,Uneducated,Single,NY,91750,no,yes,no,unknown,Selfemployeed,1250,106900,2
712033833,53,M,3,Graduate,Married,FL,91750,yes,yes,no,cellular,Retirees,44756,3827533.12,3
712036383,44,F,2,Graduate,Married,NY,91750,no,no,no,cellular,White-collar,119212,10195010.24,2
712037358,39,F,3,High School,Unknown,CA,91750,no,no,no,cellular,Selfemployeed,14975,1280662,2
712038258,64,F,1,Graduate,Single,NY,91750,yes,no,no,cellular,Selfemployeed,29435,2517281.2,2
712040433,40,F,3,Graduate,Married,FL,91750,no,no,no,unknown,Selfemployeed,21500,1838680,3
712043433,37,M,3,Uneducated,Single,CA,91750,no,yes,no,cellular,Blue-collar,10115,865034.8,2
712044558,52,M,3,Post-Graduate,Married,FL,91750,yes,yes,no,cellular,Businessman,100956,8633757.12,2
712046808,65,F,0,Graduate,Married,CA,91750,yes,no,no,cellular,White-collar,19998,1710228.96,3
712048008,45,F,3,Uneducated,Single,TX,91750,no,yes,no,cellular,Blue-collar,51059,4366565.68,3
712049208,51,F,2,Graduate,Single,FL,91750,no,no,no,cellular,Blue-collar,10538,901209.76,3
712050933,38,F,2,Graduate,Single,NY,91750,yes,yes,yes,cellular,Selfemployeed,14975,1280662,3
712052058,49,F,2,Graduate,Single,FL,91750,yes,no,no,cellular,White-collar,53825,4603114,2
712053033,54,M,3,Graduate,Married,FL,91750,yes,yes,no,cellular,White-collar,114539,9795375.28,2
712055433,45,F,2,Uneducated,Married,TX,91750,no,no,no,cellular,Businessman,152497,13041543.44,3
712058133,47,M,3,Unknown,Married,TX,91750,yes,yes,yes,cellular,White-collar,107419,9186472.88,2
712058958,50,M,3,Uneducated,Married,TX,91750,no,no,yes,cellular,Selfemployeed,32063,2742027.76,2
712060158,41,F,2,High School,Single,CA,91750,yes,no,no,cellular,Selfemployeed,28373,2426458.96,3
712064358,54,F,4,Graduate,Single,FL,91750,no,no,no,cellular,Selfemployeed,19889,1700907.28,2
712069008,42,F,4,Uneducated,Married,NY,91750,no,no,no,unknown,Selfemployeed,14975,1280662,2
712070208,59,M,1,High School,Married,CA,91750,no,no,no,cellular,White-collar,51551,4408641.52,2
712071708,40,F,4,High School,Married,CA,91750,yes,yes,no,unknown,Selfemployeed,11832,1011872.64,3
712072908,47,F,3,Graduate,Married,TX,91750,yes,yes,no,cellular,Selfemployeed,12914,1104405.28,2
712075083,43,M,3,Unknown,Married,TX,91750,yes,yes,no,telephone,Govt,79911,6833988.72,2
712076358,38,F,2,Graduate,Single,CA,91750,yes,yes,no,cellular,Blue-collar,38475,3290382,2
712080333,51,F,2,Unknown,Single,FL,91750,no,no,yes,cellular,Businessman,232322,19868177.44,3
712084383,40,F,4,Graduate,Married,NY,91750,yes,yes,no,cellular,Govt,55104,4712494.08,3
712085733,53,F,3,High School,Married,TX,91750,no,yes,no,cellular,White-collar,37954,3245826.08,2
712089108,43,M,2,Post-Graduate,Married,NY,91750,yes,yes,no,cellular,Selfemployeed,71839,6143671.28,2
712091433,39,F,2,Graduate,Married,CA,91750,yes,yes,no,cellular,Govt,33771,2888095.92,3
712092783,27,F,1,Post-Graduate,Single,CA,91750,no,no,no,unknown,Govt,20382,1743068.64,3
712096758,47,M,4,High School,Married,NJ,91750,no,no,no,telephone,Blue-collar,65677,5616697.04,3
712098033,42,F,2,Doctorate,Unknown,FL,91750,yes,no,no,cellular,Blue-collar,86755,7419287.6,1
712102983,40,F,4,Post-Graduate,Single,TX,91750,yes,yes,no,cellular,Retirees,43228,3696858.56,1
712104333,50,F,1,Unknown,Married,CA,90025,no,yes,no,unknown,Businessman,167207,14299542.64,3
712105533,28,F,1,High School,Married,CA,91750,yes,yes,no,unknown,Businessman,33425,2858506,3
712107783,42,F,4,Graduate,Married,FL,91750,yes,no,no,unknown,Businessman,229018,19585619.36,2
712110333,56,F,2,Post-Graduate,Married,NY,91750,no,yes,no,telephone,White-collar,29883,2555594.16,1
712111608,48,M,4,Graduate,Unknown,NJ,91750,no,yes,no,cellular,Retirees,85461,7308624.72,2
712112733,33,F,1,Post-Graduate,Married,CA,91750,no,no,no,cellular,White-collar,28999,2479994.48,1
712113558,46,M,3,Graduate,Single,FL,91750,no,no,no,cellular,Retirees,101090,8645216.8,2
712114458,42,F,3,Unknown,Married,CA,91750,yes,yes,no,cellular,Selfemployeed,45701,3908349.52,3
712115958,49,F,2,Uneducated,Married,CA,91750,yes,no,no,cellular,White-collar,38855,3322879.6,1
712117983,45,M,3,Unknown,Single,TX,91750,yes,no,no,cellular,Govt,78352,6700663.04,1
712120608,59,F,1,Uneducated,Single,NY,91750,yes,yes,yes,cellular,Selfemployeed,2565,219358.8,2
712121508,57,M,2,Graduate,Married,TX,91750,no,no,yes,unknown,Blue-collar,95669,8181612.88,3
712123008,59,M,1,Graduate,Single,FL,91750,no,no,no,cellular,Businessman,172629,14763232.08,1
712125258,48,F,3,Post-Graduate,Married,TX,91750,yes,no,no,cellular,Selfemployeed,1250,106900,2
712128258,43,F,1,Graduate,Married,NY,91750,no,yes,yes,cellular,Businessman,225318,19269195.36,3
712129158,56,F,4,Graduate,Single,TX,91750,no,yes,no,cellular,Govt,107568,9199215.36,1
712130058,43,F,2,Post-Graduate,Married,NY,91750,no,yes,yes,cellular,Blue-collar,27063,2314427.76,1
712132383,57,M,3,High School,Single,NY,91750,no,no,no,cellular,Govt,91687,7841072.24,3
712133508,45,M,0,Graduate,Married,NY,91750,yes,no,no,cellular,Govt,76073,6505762.96,1
712136058,47,F,3,Graduate,Married,MO,91750,yes,yes,no,cellular,Govt,31107,2660270.64,2
712137033,49,M,5,Graduate,Single,IA,91750,no,no,no,cellular,White-collar,75473,6454450.96,2
712138008,25,M,1,Graduate,Single,TX,91750,no,yes,no,cellular,Businessman,68957,5897202.64,2
712138983,58,F,1,Unknown,Single,CA,91750,no,no,no,cellular,Selfemployeed,14975,1280662,1
712141683,38,M,1,Uneducated,Married,CA,91750,yes,no,no,unknown,White-collar,37612,3216578.24,2
712142733,47,F,3,Graduate,Single,TX,91750,yes,no,no,cellular,Blue-collar,20390,1743752.8,2
712144158,40,F,3,Uneducated,Single,FL,91750,no,yes,no,cellular,Businessman,22727,1943613.04,3
712146558,26,F,0,Unknown,Single,NY,91750,yes,yes,no,cellular,Selfemployeed,35624,3046564.48,1
712149033,47,F,4,Graduate,Single,FL,91750,yes,yes,no,cellular,Blue-collar,16667,1425361.84,3
712152408,42,M,4,Uneducated,Married,TX,91750,yes,no,no,cellular,White-collar,119658,10233152.16,2
712154883,52,M,3,Graduate,Single,NY,91750,no,no,no,cellular,Govt,79742,6819535.84,1
712157958,56,F,0,Doctorate,Single,NY,91750,no,yes,no,cellular,Govt,83012,7099186.24,3
712159083,49,F,2,Post-Graduate,Single,CA,91750,yes,yes,yes,cellular,Selfemployeed,2565,219358.8,2
712160058,48,F,4,Graduate,Married,CA,91750,no,no,no,cellular,Retirees,22484,1922831.68,2
712161858,40,F,2,Graduate,Single,TX,91750,no,yes,no,cellular,Selfemployeed,24108,2061716.16,3
712163433,39,F,1,Graduate,Married,CA,91750,no,no,no,cellular,Businessman,22727,1943613.04,1
712164333,41,F,3,High School,Married,TX,91750,yes,no,yes,cellular,Selfemployeed,15309,1309225.68,3
712165308,43,M,3,Uneducated,Single,TX,91750,no,yes,no,cellular,Selfemployeed,55400,4737808,3
712166583,36,F,3,Graduate,Married,NY,91750,no,yes,no,cellular,White-collar,37951,3245569.52,1
712168833,48,F,2,Unknown,Married,CA,91750,yes,no,no,unknown,Blue-collar,13803,1180432.56,1
712169883,52,F,0,Graduate,Married,FL,91750,yes,no,no,telephone,Blue-collar,52984,4531191.68,1
712171158,37,M,3,Uneducated,Married,FL,91750,no,yes,no,cellular,Blue-collar,88837,7597340.24,3
712173108,57,F,4,Post-Graduate,Single,CA,91750,no,yes,yes,cellular,Selfemployeed,54386,4651090.72,1
712176708,63,F,0,High School,Single,NY,91750,yes,no,no,cellular,Selfemployeed,70711,6047204.72,3
712177908,53,F,4,Graduate,Married,FL,91750,no,no,no,cellular,White-collar,57146,4887125.92,3
712178883,51,F,2,Unknown,Married,FL,91750,yes,no,no,cellular,Retirees,39165,3349390.8,2
712180308,52,F,0,High School,Married,NJ,91750,no,yes,no,unknown,Businessman,183827,15720885.04,3
712181658,52,M,3,Graduate,Single,NY,91750,no,no,yes,cellular,Retirees,88699,7585538.48,3
712184133,52,M,2,Uneducated,Single,NY,91750,yes,no,no,unknown,Businessman,92738,7930953.76,2
712187808,47,F,3,Uneducated,Single,FL,91750,yes,yes,no,cellular,Selfemployeed,16520,1412790.4,3
712189233,49,F,3,Graduate,Married,TX,91750,no,yes,no,cellular,Businessman,34722,2969425.44,2
712190358,41,M,3,Graduate,Single,FL,91750,yes,yes,no,cellular,Govt,95521,8168955.92,2
712191783,48,M,4,Uneducated,Married,IL,91750,yes,yes,no,cellular,Selfemployeed,107927,9229917.04,3
712195383,43,F,2,Graduate,Married,CA,90250,no,yes,no,telephone,Businessman,190012,16249826.24,3
712196508,62,F,0,Graduate,Married,MI,91750,no,yes,no,cellular,Selfemployeed,5525,472498,1
712198983,42,F,4,High School,Married,TX,91750,no,yes,no,unknown,Selfemployeed,35287,3017744.24,2
712200033,37,M,3,Uneducated,Single,IA,91750,yes,yes,no,telephone,Blue-collar,88602,7577243.04,1
712202433,60,F,0,High School,Single,CA,91750,yes,no,no,cellular,Retirees,40366,3452100.32,2
712203333,41,M,5,Graduate,Single,NY,91750,yes,no,no,cellular,Businessman,74295,6353708.4,2
712204308,50,F,2,Unknown,Married,FL,91750,no,no,no,cellular,Selfemployeed,33254,2843882.08,3
712206033,39,F,2,Unknown,Married,TX,91750,yes,yes,no,cellular,Businessman,228681,19556799.12,2
712206858,26,F,1,Unknown,Single,CA,91750,no,no,no,unknown,Govt,34685,2966261.2,1
712207683,48,F,2,Graduate,Single,CA,91750,no,no,no,cellular,Selfemployeed,14975,1280662,3
712208658,34,M,3,High School,Single,NY,91750,yes,yes,no,cellular,Businessman,111320,9520086.4,1
712210458,51,F,2,Unknown,Married,NY,91750,yes,no,no,cellular,Businessman,235876,20172115.52,1
712214283,36,M,2,Graduate,Single,CA,91750,no,no,no,cellular,Govt,79820,6826206.4,3
712215258,60,F,0,Uneducated,Single,NY,91750,yes,yes,no,cellular,Selfemployeed,11468,980743.36,1
712216533,44,F,5,Graduate,Single,CA,91750,yes,no,no,unknown,Selfemployeed,14975,1280662,2
712219083,53,M,3,High School,Married,FL,91750,no,yes,yes,unknown,Blue-collar,108843,9308253.36,3
712220283,42,F,3,Graduate,Single,FL,91750,yes,yes,no,cellular,Retirees,53870,4606962.4,2
712221408,43,M,1,Graduate,Single,TX,91750,no,yes,yes,cellular,White-collar,77405,6619675.6,1
712222758,44,F,1,Graduate,Single,CA,91750,yes,yes,no,unknown,Govt,28606,2446385.12,1
712225008,26,F,0,Graduate,Single,FL,91750,no,no,no,cellular,Selfemployeed,47217,4037997.84,2
712228458,39,M,5,Uneducated,Married,FL,91750,yes,no,no,cellular,Selfemployeed,56926,4868311.52,3
712229283,53,F,1,Graduate,Single,TX,91750,no,yes,no,cellular,Selfemployeed,25200,2155104,2
712230408,59,F,2,Uneducated,Single,CA,91750,no,no,no,cellular,Govt,40712,3481690.24,2
712231308,55,M,4,Graduate,Single,NJ,91750,yes,yes,yes,unknown,White-collar,145249,12421694.48,3
712233183,57,F,0,Uneducated,Married,NY,91750,yes,yes,no,unknown,Govt,35711,3054004.72,3
712234308,42,M,2,Graduate,Single,TX,91750,yes,yes,no,cellular,Govt,77429,6621728.08,3
712235433,57,F,3,High School,Single,MI,91750,no,yes,no,cellular,Govt,25699,2197778.48,3
712236483,48,M,5,Unknown,Unknown,TX,91750,yes,yes,yes,telephone,White-collar,64838,5544945.76,3
712237458,49,M,4,Graduate,Single,FL,91750,yes,yes,yes,unknown,Businessman,41552,3553527.04,3
712238958,53,F,1,Graduate,Single,NJ,91750,no,no,no,telephone,Businessman,217807,18626854.64,1
712240083,49,F,2,Uneducated,Single,TX,91750,no,no,no,cellular,Selfemployeed,2565,219358.8,2
712241433,39,F,3,Uneducated,Single,FL,91750,no,yes,no,cellular,Retirees,55116,4713520.32,3
712242633,41,M,2,Uneducated,Married,TX,91750,yes,yes,no,cellular,Selfemployeed,45049,3852590.48,3
712244733,53,F,4,Graduate,Single,CA,91750,no,no,no,cellular,White-collar,61087,5224160.24,2
712246983,53,M,3,Graduate,Married,NY,91750,yes,no,no,cellular,Businessman,210534,18004867.68,2
712253058,34,M,0,Graduate,Married,NJ,91750,yes,no,no,cellular,Businessman,52924,4526060.48,3
712255458,49,F,4,Graduate,Married,TX,91750,yes,yes,yes,cellular,White-collar,33256,2844053.12,1
712256358,49,F,3,Graduate,Married,TX,91750,no,yes,no,unknown,White-collar,136787,11698024.24,2
712257258,45,F,2,Graduate,Married,NY,91750,yes,no,yes,cellular,Selfemployeed,14183,1212930.16,3
712258308,52,F,3,Graduate,Married,NY,91750,no,no,no,cellular,Retirees,60126,5141975.52,3
712260633,45,M,3,Graduate,Single,CA,90250,no,no,no,cellular,White-collar,135833,11616438.16,1
712263258,61,F,0,Graduate,Married,NJ,91750,no,yes,no,cellular,Blue-collar,36780,3145425.6,3
712265508,53,F,2,Graduate,Single,NJ,91750,yes,yes,no,cellular,White-collar,113787,9731064.24,3
712266633,51,M,1,High School,Unknown,NY,91750,yes,no,no,cellular,Govt,116947,10001307.44,3
712267983,62,F,1,High School,Married,TX,91750,no,no,no,cellular,Selfemployeed,28257,2416538.64,3
712268808,52,F,3,Unknown,Single,TX,91750,no,yes,no,cellular,Businessman,116723,9982150.96,3
712270158,50,M,4,High School,Married,TX,91750,yes,no,no,cellular,Blue-collar,10046,859133.92,3
712271958,33,M,4,Graduate,Single,NY,91750,yes,no,no,cellular,White-collar,40195,3437476.4,3
712275108,63,F,1,Graduate,Married,FL,91750,no,yes,yes,unknown,Businessman,19125,1635570,3
712278108,39,M,2,Graduate,Married,TX,91750,yes,no,no,cellular,Retirees,79681,6814319.12,3
712279683,36,F,3,Graduate,Married,CA,91750,no,yes,no,cellular,Selfemployeed,32038,2739889.76,1
712281183,43,F,4,Unknown,Single,TX,91750,yes,no,no,cellular,Blue-collar,13782,1178636.64,2
712283808,42,F,2,Uneducated,Married,NY,91750,no,no,no,unknown,White-collar,19263,1647371.76,1
712285908,49,M,2,Uneducated,Married,NY,91750,no,no,yes,unknown,Businessman,96512,8253706.24,2
712287333,38,M,2,Unknown,Married,FL,91750,no,yes,no,cellular,Retirees,48702,4164995.04,1
712288158,39,F,1,Graduate,Unknown,TX,91750,yes,no,yes,cellular,Selfemployeed,33110,2831567.2,2
712290258,65,F,0,Graduate,Married,NY,91750,no,no,no,cellular,Selfemployeed,48910,4182783.2,2
712291308,50,F,4,Graduate,Single,NY,91750,no,yes,no,unknown,Govt,17106,1462905.12,3
712292133,32,F,0,Unknown,Married,CA,91750,no,yes,no,cellular,Blue-collar,21584,1845863.68,3
712294083,51,F,2,Graduate,Single,TX,91750,yes,yes,no,cellular,Govt,26236,2243702.72,1
712294983,36,M,3,High School,Married,NJ,91750,no,no,no,cellular,Govt,65269,5581804.88,3
712296408,57,F,4,Uneducated,Married,NY,91750,no,yes,no,unknown,Businessman,221274,18923352.48,2
712297683,59,F,1,Graduate,Married,FL,91750,yes,yes,no,cellular,Blue-collar,23327,1994925.04,3
712298883,65,F,1,Graduate,Married,NY,91750,yes,no,no,unknown,Govt,34097,2915975.44,3
712299858,40,F,1,High School,Single,TX,91750,yes,no,no,unknown,Blue-collar,12518,1070539.36,2
712300683,48,M,4,Graduate,Married,CA,91750,yes,no,no,cellular,Businessman,84452,7222335.04,1
712302783,37,F,2,High School,Single,CA,91750,yes,no,no,cellular,Blue-collar,61907,5294286.64,3
712303908,63,M,1,Graduate,Single,CA,91750,yes,no,no,cellular,Selfemployeed,37057,3169114.64,1
712305333,59,M,0,High School,Single,NY,91750,no,yes,no,cellular,Businessman,49165,4204590.8,2
712307283,44,F,2,Graduate,Single,VA,91750,yes,no,yes,cellular,Selfemployeed,24015,2053762.8,3
712309758,55,F,4,Graduate,Married,NY,91750,yes,yes,no,cellular,Retirees,58786,5027378.72,2
712311258,40,M,3,Graduate,Married,FL,91750,no,no,no,unknown,Retirees,72019,6159064.88,1
712312908,43,M,2,Unknown,Single,FL,91750,no,no,no,cellular,Selfemployeed,44515,3806922.8,1
712315683,46,F,3,Graduate,Unknown,CA,91750,yes,no,no,cellular,Selfemployeed,5225,446842,3
712319058,33,F,4,Graduate,Married,NJ,91750,yes,no,no,cellular,White-collar,28114,2404309.28,3
712319958,65,F,0,High School,Married,FL,91750,yes,yes,no,cellular,Selfemployeed,43661,3733888.72,3
712322058,45,F,2,Uneducated,Married,NY,91750,yes,yes,yes,cellular,White-collar,37270,3187330.4,2
712323183,28,M,0,High School,Married,NJ,91750,no,no,no,cellular,Blue-collar,41267,3529153.84,3
712325433,61,M,1,Uneducated,Married,FL,91750,no,yes,no,cellular,Businessman,51228,4381018.56,1
712326708,43,M,3,Graduate,Unknown,NY,91750,no,yes,yes,cellular,White-collar,62556,5349789.12,1
712327608,53,F,2,Graduate,Married,NY,91750,no,no,no,cellular,Retirees,25654,2193930.08,3
712329933,60,M,0,Graduate,Married,AK,99504,yes,yes,no,cellular,Retirees,19883,1700394.16,2
712332183,41,M,1,Graduate,Married,TX,91750,yes,no,no,cellular,White-collar,45491,3890390.32,1
712335858,51,M,2,Post-Graduate,Unknown,FL,91750,no,no,no,cellular,Selfemployeed,82235,7032737.2,2
712337208,50,M,4,High School,Married,TX,91750,no,yes,no,unknown,White-collar,135983,11629266.16,1
712338033,48,F,4,Graduate,Single,FL,91750,yes,yes,no,cellular,Selfemployeed,14975,1280662,2
712340733,42,F,3,Unknown,Single,TX,91750,yes,no,no,cellular,Blue-collar,15828,1353610.56,3
712341933,57,F,2,Unknown,Single,FL,91750,yes,yes,yes,unknown,White-collar,133164,11388185.28,3
712342833,47,M,2,Graduate,Married,TX,91750,no,yes,no,cellular,Selfemployeed,48548,4151824.96,1
712347258,38,M,1,Unknown,Single,FL,91750,no,no,no,cellular,Blue-collar,61421,5252723.92,1
712349808,49,F,3,High School,Married,FL,91750,no,yes,no,cellular,Selfemployeed,52632,4501088.64,1
712350858,32,F,0,Unknown,Single,FL,91750,no,no,no,unknown,Selfemployeed,11546,987413.92,1
712351908,37,M,3,Uneducated,Married,CA,91750,no,yes,no,cellular,Businessman,110182,9422764.64,3
712361583,34,F,4,Graduate,Single,NY,91750,yes,yes,no,unknown,Selfemployeed,41613,3558743.76,3
712363158,48,M,3,Doctorate,Single,FL,91750,yes,yes,yes,unknown,Businessman,181991,15563870.32,2
712364283,42,F,2,Uneducated,Married,NY,91750,yes,yes,no,telephone,Selfemployeed,46178,3949142.56,2
712365483,61,F,0,High School,Single,FL,91750,no,no,no,cellular,Govt,40464,3460481.28,2
712367658,53,M,2,High School,Married,MI,91750,yes,no,no,unknown,White-collar,144245,12335832.4,2
712369308,55,F,1,Unknown,Married,CA,91750,no,yes,no,unknown,White-collar,19408,1659772.16,1
712370208,44,F,4,Graduate,Married,VA,91750,no,yes,no,unknown,Selfemployeed,12627,1079861.04,3
712372158,32,F,0,High School,Married,TX,91750,no,yes,no,cellular,Govt,17226,1473167.52,2
712373208,52,F,3,High School,Married,CA,91750,no,no,no,unknown,Selfemployeed,1250,106900,1
712374708,37,M,1,Uneducated,Married,TX,91750,yes,yes,no,cellular,White-collar,150611,12880252.72,2
712375758,58,F,2,High School,Single,FL,91750,yes,no,no,telephone,Blue-collar,14573,1246282.96,3
712378983,39,M,4,Graduate,Married,CA,91750,no,yes,no,unknown,Businessman,30491,2607590.32,3
712381683,43,M,2,High School,Unknown,TX,91750,yes,no,no,cellular,Businessman,112762,9643406.24,2
712389108,47,F,4,Uneducated,Married,CA,91750,no,no,no,telephone,Govt,48969,4187828.88,3
712390683,54,F,2,Graduate,Single,NY,91750,no,yes,yes,cellular,Businessman,218011,18644300.72,3
712392108,26,F,0,Uneducated,Single,FL,91750,no,yes,no,cellular,Selfemployeed,14326,1225159.52,1
712394283,40,M,3,Graduate,Married,FL,91750,yes,no,no,cellular,Govt,93533,7998942.16,3
712395408,65,F,0,Graduate,Single,FL,91750,no,yes,no,cellular,Businessman,29542,2526431.84,1
712396908,37,F,3,Graduate,Unknown,NY,91750,no,yes,no,cellular,Selfemployeed,14975,1280662,2
712399308,44,F,2,Graduate,Single,FL,91750,yes,yes,no,cellular,Selfemployeed,22428,1918042.56,3
712401033,49,F,1,Graduate,Married,NY,91750,no,yes,yes,cellular,Selfemployeed,23194,1983550.88,1
712403358,42,F,3,High School,Married,FL,91750,no,yes,yes,cellular,Selfemployeed,57099,4883106.48,3
712404483,44,M,4,Uneducated,Married,TX,91750,yes,no,no,cellular,Businessman,95433,8161430.16,3
712405908,56,M,2,Uneducated,Single,WA,53010,yes,yes,yes,cellular,White-collar,107691,9209734.32,3
712407033,38,M,1,High School,Single,IA,91750,yes,yes,no,cellular,Businessman,52567,4495529.84,2
712407783,44,M,3,Graduate,Married,TX,91750,no,yes,yes,cellular,Govt,63157,5401186.64,3
712410858,31,M,0,Uneducated,Married,NY,91750,no,yes,no,cellular,Govt,51595,4412404.4,3
712411908,47,F,3,Unknown,Married,NY,91750,no,yes,no,cellular,Selfemployeed,49487,4232128.24,3
712412958,46,F,3,Uneducated,Single,CA,90025,yes,no,no,cellular,Businessman,176845,15123784.4,3
712414908,43,M,2,Graduate,Married,CA,91750,yes,yes,no,cellular,Retirees,89170,7625818.4,2
712419708,46,F,4,Graduate,Married,FL,91750,no,no,no,unknown,White-collar,23300,1992616,3
712420833,43,F,2,Unknown,Single,FL,91750,no,no,no,cellular,Selfemployeed,14975,1280662,2
712423233,47,F,4,Uneducated,Married,CA,91750,yes,no,no,cellular,Businessman,41512,3550106.24,2
712425258,46,F,4,Uneducated,Unknown,TX,91750,no,yes,no,telephone,Businessman,55645,4758760.4,3
712428333,38,F,2,High School,Married,NY,91750,yes,no,yes,cellular,Blue-collar,48459,4144213.68,1
712429458,34,F,0,Graduate,Married,CA,91750,no,no,no,cellular,Blue-collar,48858,4178336.16,2
712431183,43,M,2,Uneducated,Married,MI,91750,yes,yes,no,cellular,Businessman,97210,8313399.2,3
712433508,50,F,3,Uneducated,Married,NY,91750,no,no,yes,unknown,Selfemployeed,1250,106900,3
712434708,40,F,4,Uneducated,Married,TX,91750,yes,no,no,cellular,Govt,31452,2689775.04,2
712437108,61,M,0,Graduate,Married,CA,91750,no,no,no,telephone,Retirees,83687,7156912.24,3
712438308,38,M,3,Graduate,Single,FL,91750,no,yes,no,telephone,Businessman,236211,20200764.72,3
712440483,53,F,3,Graduate,Married,TX,91750,no,no,no,telephone,Selfemployeed,8250,705540,3
712441308,53,M,2,Unknown,Married,NY,91750,yes,yes,no,cellular,White-collar,119148,10189536.96,3
712442508,55,F,2,Graduate,Married,FL,91750,no,no,no,unknown,Blue-collar,37676,3222051.52,1
712443558,45,F,2,Graduate,Married,NY,91750,no,no,no,cellular,Retirees,19822,1695177.44,2
712444533,58,F,1,Doctorate,Single,NY,91750,yes,yes,no,cellular,Selfemployeed,44264,3785457.28,1
712445583,46,F,4,High School,Single,TX,91750,no,yes,no,unknown,Selfemployeed,25668,2195127.36,3
712446783,50,F,2,Doctorate,Single,TX,91750,no,no,no,cellular,Govt,26749,2287574.48,3
712447758,39,M,2,Graduate,Married,FL,91750,yes,yes,no,cellular,Govt,109802,9390267.04,1
712448658,32,F,0,Unknown,Married,FL,91750,yes,yes,yes,telephone,Selfemployeed,24810,2121751.2,1
712450008,46,F,2,Post-Graduate,Married,FL,91750,no,no,yes,cellular,Blue-collar,27471,2349319.92,3
712452033,43,F,2,Uneducated,Unknown,TX,91750,yes,yes,no,cellular,Selfemployeed,23812,2036402.24,3
712453308,50,M,2,Graduate,Married,NY,91750,no,no,no,cellular,Govt,107426,9187071.52,3
712454058,36,F,3,Graduate,Single,NY,91750,no,no,no,unknown,Selfemployeed,6550,560156,3
712454958,47,F,1,High School,Single,FL,91750,no,no,no,cellular,Selfemployeed,14975,1280662,1
712457208,38,M,2,Unknown,Married,NY,91750,no,no,no,cellular,Businessman,111135,9504265.2,2
712459233,50,F,0,Graduate,Married,NY,91750,yes,yes,no,cellular,White-collar,19231,1644635.12,3
